"Alcohol","Alcohol_12months","Alcohol_ever","Marijuana","Marijuana_30days","Marijuana_12months","Marijuana_ever","Heroin","Heroin_30days","Heroin_12months","Heroin_ever","Cocaine","Cocaine_30days","Cocaine_12months","Cocaine_ever","Highest_Year_Education_Before_Prison","Race","Age","Sex","State","Crime_type","time_of_use","drug_type","val_num_drugs","num_drugs","Age_group","used_any_ever","used_any_12months"
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,"High School Graduate","White",37,"Female","RI","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","White",72,"Male","OK","Violent","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","2+ Races",31,"Male","FL","Violent","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","White",59,"Male","WA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","55+",1,0
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",68,"Male","VA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,0
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","White",35,"Male","FL","Public order","Past 30 days","Marijuana",1,"Marijuana","35-44",1,0
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",24,"Male","MA","Violent","Past 30 days","Marijuana",1,"Marijuana","18-24",1,0
1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,"High School Graduate","White",30,"Male","IL","Property","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",37,"Female","GA","Property","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,1,0,1,0,0,0,2,0,2,0,1,"Less Than High School","White",37,"Male","LA","Public order","Past 30 days","Marijuana",1,"Marijuana","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","White",36,"Female","MN","Public order","More than a year ago","Alcohol",1,"Alcohol","35-44",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Hispanic",52,"Male","KY","Violent","Never used","",0,"None","45-55",0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"High School Graduate","2+ Races",38,"Male","MI","Public order","At the time of Arrest","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","35-44",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",18,"Female","MD","Violent","Never used","",0,"None","<18",0,0
1,1,1,2,2,2,1,0,0,0,2,1,1,1,1,"Less Than High School","Black",30,"Male","OH","Property","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","25-34",1,1
1,2,1,1,1,0,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",32,"Male","IL","Drug","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,1,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",24,"Male","IL","Public order","Past 12 months","Alcohol",1,"Alcohol","18-24",1,1
1,1,1,0,1,0,1,0,0,0,2,0,2,0,1,"Less Than High School","White",54,"Male","GA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
2,2,1,2,2,0,1,1,1,0,1,2,1,0,1,"Some College","White",37,"Male","FL","Public order","At the time of Arrest","Heroin",1,"Heroin","35-44",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",21,"Male","PA","Violent","Never used","",0,"None","18-24",0,0
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"Some College","Black",32,"Male","SC","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,1,1,0,1,0,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",34,"Male","SC","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
-1,0,1,0,2,2,1,0,0,0,2,0,2,-1,1,"High School Graduate","White",45,"Male","TX","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","45-55",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","White",34,"Female","MS","Public order","Never used","",0,"None","25-34",0,0
2,0,1,2,2,2,1,1,1,1,1,2,2,2,1,"Less Than High School","White",34,"Female","IN","Drug","At the time of Arrest","Heroin",1,"Heroin","25-34",1,1
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"High School Graduate","Asian/Native Hawaiian/Other Pacific Islander",41,"Male","FL","Public order","At the time of Arrest","Marijuana",1,"Marijuana","35-44",1,0
2,2,1,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",22,"Male","GA","Drug","At the time of Arrest","Marijuana",1,"Marijuana","18-24",1,1
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"College Degree or More","Black",42,"Female","SC","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
1,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",61,"Male","TN","Drug","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,0
1,0,1,0,1,1,1,0,0,0,2,0,1,1,1,"College Degree or More","Hispanic",26,"Female","NC","Property","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"Less Than High School","White",31,"Female","MA","Property","At the time of Arrest","Marijuana,Heroin,Cocaine",3,"More than one drug","25-34",1,1
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",24,"Male","AL","Violent","Past 30 days","Marijuana",1,"Marijuana","18-24",1,1
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","White",55,"Male","TX","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,"High School Graduate","Asian/Native Hawaiian/Other Pacific Islander",59,"Male","HI","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",34,"Male","TX","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
1,0,1,1,1,1,1,2,2,2,1,1,1,1,1,"Less Than High School","2+ Races",44,"Male","MO","Violent","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,1
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,"Less Than High School","White",49,"Male","MO","Public order","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","45-55",1,0
1,1,1,2,1,1,1,0,0,0,2,2,2,2,1,"Some College","2+ Races",33,"Female","HI","Drug","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",27,"Female","IL","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Some College","White",80,"Male","CA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","55+",1,0
2,0,1,2,2,0,1,0,0,0,2,1,1,0,1,"Less Than High School","White",43,"Male","GA","Public order","At the time of Arrest","Cocaine",1,"Cocaine","35-44",1,0
2,0,1,0,2,0,1,0,0,0,2,0,1,0,1,"Less Than High School","Black",62,"Male","TX","Violent","Past 30 days","Cocaine",1,"Cocaine","55+",1,0
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",37,"Male","PA","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,0,1,1,1,0,0,0,2,0,2,2,1,"Less Than High School","White",32,"Male","AZ","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
1,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Asian/Native Hawaiian/Other Pacific Islander",36,"Male","MA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
2,2,1,0,2,2,1,0,0,0,2,0,2,2,1,"College Degree or More","White",44,"Female","MD","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
1,1,1,1,1,1,1,0,0,0,2,1,1,1,1,"Less Than High School","Black",27,"Male","GA","Violent","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,1
2,0,1,2,1,1,1,2,2,2,1,2,2,2,1,"Some College","Black",26,"Male","MO","Drug","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",55,"Male","GA","Violent","More than a year ago","Marijuana",1,"Marijuana","45-55",1,0
1,0,1,0,1,0,1,0,0,0,2,0,2,0,1,"Less Than High School","White",56,"Male","TX","Public order","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",37,"Male","KS","Public order","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,2,1,0,0,0,2,0,0,0,2,0,2,2,1,"Less Than High School","Hispanic",35,"Male","TX","Property","More than a year ago","Cocaine,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",45,"Female","CA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",25,"Male","GA","Violent","Never used","",0,"None","25-34",0,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"College Degree or More","Black",33,"Male","FL","Property","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
1,2,1,1,1,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",26,"Male","OH","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",38,"Male","KY","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,2,2,1,"Less Than High School","Black",57,"Male","OH","Violent","More than a year ago","Cocaine,Alcohol",2,"More than one drug","55+",1,0
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","White",31,"Male","MA","Drug","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"College Degree or More","2+ Races",41,"Female","NC","Public order","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
1,0,1,0,2,0,1,0,0,0,2,0,2,0,1,"Less Than High School","White",47,"Male","IN","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","Black",55,"Male","NJ","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","45-55",1,0
2,0,1,2,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",25,"Female","MS","Drug","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,1,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",37,"Female","MI","Violent","Past 12 months","Alcohol",1,"Alcohol","35-44",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",60,"Male","CA","Public order","Never used","",0,"None","55+",0,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","White",56,"Male","RI","Public order","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
1,2,1,0,2,2,1,0,0,0,2,0,0,0,2,"College Degree or More","White",38,"Male","NV","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
2,0,1,1,1,1,1,0,0,0,2,0,0,0,2,"Some College","Black",26,"Male","FL","Public order","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","White",57,"Male","IL","Public order","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
0,0,2,0,2,2,1,0,0,0,2,0,0,0,2,"College Degree or More","White",29,"Female","WV","Property","More than a year ago","Marijuana",1,"Marijuana","25-34",1,0
1,1,1,2,2,2,1,0,0,0,2,1,1,1,1,"College Degree or More","White",41,"Female","AL","Property","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","35-44",1,1
2,1,1,0,1,0,1,0,2,0,1,0,2,0,1,"Less Than High School","Hispanic",34,"Male","TX","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,2,2,2,1,0,0,0,2,1,1,1,1,"High School Graduate","Black",39,"Male","AL","Property","At the time of Arrest","Cocaine",1,"Cocaine","35-44",1,1
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",26,"Male","CA","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
2,2,1,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",24,"Male","IL","Drug","At the time of Arrest","Marijuana",1,"Marijuana","18-24",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Some College","White",22,"Female","KS","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","18-24",1,0
2,0,1,2,1,0,1,0,0,0,2,1,1,0,1,"High School Graduate","Black",50,"Female","VA","Property","At the time of Arrest","Cocaine",1,"Cocaine","45-55",1,0
2,0,1,2,2,2,1,2,2,2,1,2,2,1,1,"College Degree or More","White",37,"Female","SC","Property","Past 12 months","Cocaine",1,"Cocaine","35-44",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",34,"Female","DE","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,0,1,2,2,2,1,0,0,0,2,2,1,1,1,"Less Than High School","Black",50,"Male","PA","Public order","Past 30 days","Cocaine",1,"Cocaine","45-55",1,1
1,0,1,2,1,1,1,2,1,1,1,2,2,2,1,"Less Than High School","White",35,"Male","MO","Drug","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,0,1,0,1,1,1,0,2,2,1,0,2,2,1,"Less Than High School","White",52,"Male","FL","Violent","Past 30 days","Marijuana",1,"Marijuana","45-55",1,1
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Black",42,"Male","MS","Drug","More than a year ago","Alcohol",1,"Alcohol","35-44",1,0
2,2,1,0,1,1,1,0,0,0,2,0,1,1,1,"Less Than High School","White",27,"Female","VA","Property","Past 30 days","Marijuana,Cocaine",2,"More than one drug","25-34",1,1
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",42,"Male","OK","Violent","At the time of Arrest","Marijuana",1,"Marijuana","35-44",1,0
1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,"Some College","2+ Races",60,"Male","OR","Violent","At the time of Arrest","Heroin,Cocaine,Alcohol",3,"More than one drug","55+",1,0
2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,"College Degree or More","White",27,"Male","CT","Public order","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
0,0,2,0,1,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",35,"Male","LA","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,0
2,2,1,0,1,0,1,0,0,0,2,0,2,0,1,"Less Than High School","Black",46,"Male","IL","Violent","Past 30 days","Marijuana",1,"Marijuana","45-55",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Black",33,"Male","SC","Violent","Never used","",0,"None","25-34",0,0
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",29,"Male","NY","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
1,0,1,0,1,1,1,0,0,0,2,0,1,1,1,"Less Than High School","White",30,"Female","AL","Public order","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,0,1,2,2,2,1,1,1,1,1,2,2,2,1,"Some College","White",38,"Male","WA","Property","At the time of Arrest","Heroin",1,"Heroin","35-44",1,1
1,1,1,2,2,2,1,0,0,0,2,2,2,2,1,"Less Than High School","White",30,"Male","WA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,1,1,0,2,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",50,"Male","MI","Violent","Past 12 months","Marijuana,Alcohol",2,"More than one drug","45-55",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","White",30,"Male","GA","Violent","Never used","",0,"None","25-34",0,0
2,0,1,0,2,0,1,0,2,0,1,0,2,0,1,"High School Graduate","Hispanic",48,"Female","SC","Violent","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","45-55",1,0
2,0,1,2,2,2,1,1,1,1,1,2,2,2,1,"Less Than High School","White",26,"Female","NM","Violent","At the time of Arrest","Heroin",1,"Heroin","25-34",1,1
0,0,2,1,1,2,1,0,0,0,2,2,2,2,1,"High School Graduate","2+ Races",32,"Male","MI","Public order","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,0
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",55,"Male","TX","Public order","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,"High School Graduate","White",37,"Female","GA","Public order","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","White",34,"Male","IL","Public order","Never used","",0,"None","25-34",0,0
2,0,1,0,1,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",25,"Male","TX","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
1,2,1,1,1,0,1,2,1,0,1,2,1,0,1,"Less Than High School","White",32,"Male","WV","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",31,"Male","GA","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","2+ Races",51,"Male","AL","Violent","More than a year ago","Alcohol",1,"Alcohol","45-55",1,0
2,2,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",31,"Male","AL","Violent","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,0
2,1,1,0,2,0,1,0,0,0,2,0,1,0,1,"High School Graduate","Black",48,"Female","FL","Property","Past 30 days","Cocaine",1,"Cocaine","45-55",1,1
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",31,"Male","RI","Drug","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",29,"Female","GA","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",29,"Female","VA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
1,1,1,2,1,1,1,0,0,0,2,2,1,1,1,"High School Graduate","White",29,"Male","PA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,0,1,0,1,0,1,0,0,0,2,0,2,0,1,"Less Than High School","2+ Races",56,"Female","TN","Drug","Past 30 days","Marijuana",1,"Marijuana","55+",1,0
1,1,1,0,1,1,1,0,0,0,2,0,2,2,1,"Less Than High School","Black",41,"Male","SC","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","White",24,"Male","PA","Public order","Past 30 days","Marijuana",1,"Marijuana","18-24",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"College Degree or More","White",40,"Male","MI","Property","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,2,1,0,1,2,1,0,0,0,2,0,0,0,2,"College Degree or More","White",24,"Male","CA","Public order","Past 30 days","Marijuana",1,"Marijuana","18-24",1,0
2,0,1,2,2,2,1,1,1,1,1,1,1,1,1,"High School Graduate","White",58,"Male","TN","Public order","At the time of Arrest","Heroin,Cocaine",2,"More than one drug","55+",1,1
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","White",64,"Male","LA","Violent","Past 30 days","Marijuana",1,"Marijuana","55+",1,1
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","Black",59,"Female","AL","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","55+",1,0
1,2,1,0,1,0,1,0,2,0,1,0,2,0,1,"Less Than High School","Hispanic",39,"Male","CA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
2,0,1,1,1,0,1,2,2,0,1,0,0,0,2,"Less Than High School","Black",38,"Male","MD","Violent","At the time of Arrest","Marijuana",1,"Marijuana","35-44",1,0
1,0,1,1,1,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",37,"Male","MI","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
1,0,1,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",38,"Male","IL","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,1
2,0,1,2,2,2,1,2,2,2,1,2,2,2,1,"High School Graduate","White",38,"Male","TX","Violent","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","35-44",1,0
2,0,1,0,2,2,1,0,2,2,1,0,2,2,1,"Some College","White",48,"Female","VA","Violent","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","45-55",1,0
1,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","White",61,"Female","GA","Other","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,0
0,0,2,2,2,1,1,1,2,1,1,2,2,2,1,"Less Than High School","2+ Races",22,"Female","DE","Property","At the time of Arrest","Heroin",1,"Heroin","18-24",1,1
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","White",43,"Male","TX","Public order","More than a year ago","Alcohol",1,"Alcohol","35-44",1,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Some College","White",27,"Male","FL","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
2,0,1,2,1,1,1,0,0,0,2,2,2,2,1,"College Degree or More","White",37,"Female","NC","Drug","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
1,0,1,2,2,2,1,0,0,0,2,2,2,2,1,"Less Than High School","Hispanic",40,"Female","CA","Drug","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
2,1,1,0,1,0,1,0,0,0,2,0,2,0,1,"Less Than High School","White",29,"Female","OK","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",32,"Male","MI","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
0,0,2,2,1,1,1,2,1,1,1,1,1,1,1,"Less Than High School","White",23,"Male","OH","Property","At the time of Arrest","Cocaine",1,"Cocaine","18-24",1,1
2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,"Less Than High School","White",28,"Female","OH","Drug","At the time of Arrest","Heroin,Cocaine",2,"More than one drug","25-34",1,1
1,1,1,0,1,1,1,0,2,2,1,0,2,2,1,"Less Than High School","Hispanic",59,"Male","NY","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,1
2,1,1,0,2,1,1,0,2,2,1,0,2,2,1,"Less Than High School","White",26,"Male","AK","Public order","Past 12 months","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
2,0,1,0,1,2,1,0,0,0,2,0,0,0,2,"Some College","Black",34,"Male","GA","Property","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
1,2,1,2,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",37,"Male","PA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",38,"Male","CA","Public order","More than a year ago","Alcohol",1,"Alcohol","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",44,"Female","TN","Violent","More than a year ago","Alcohol",1,"Alcohol","35-44",1,0
1,2,1,2,1,0,1,2,2,0,1,1,1,0,1,"Less Than High School","Hispanic",33,"Male","IL","Violent","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","25-34",1,0
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,"Some College","Black",27,"Male","FL","Drug","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,1,1,1,1,0,1,0,0,0,2,1,1,0,1,"Less Than High School","Hispanic",46,"Male","FL","Property","At the time of Arrest","Marijuana,Cocaine",2,"More than one drug","45-55",1,1
2,2,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",24,"Male","NY","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","18-24",1,0
-2,1,1,0,1,1,1,0,2,1,1,0,1,1,1,"Less Than High School","Hispanic",22,"Male","MI","Violent","Past 30 days","Marijuana,Cocaine",2,"More than one drug","18-24",1,1
1,2,1,1,1,1,1,0,0,0,2,2,2,1,1,"College Degree or More","White",42,"Female","GA","Property","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,1
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",25,"Male","GA","Drug","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,0,1,2,2,0,1,1,1,0,1,2,2,0,1,"Less Than High School","Black",39,"Male","IL","Public order","At the time of Arrest","Heroin",1,"Heroin","35-44",1,0
1,0,1,2,2,0,1,0,0,0,2,1,1,0,1,"Less Than High School","White",50,"Female","WV","Violent","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","45-55",1,0
1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,"Less Than High School","White",29,"Female","OH","Property","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",33,"Female","MD","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,"High School Graduate","White",27,"Female","NC","Property","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
1,2,1,0,1,1,1,0,0,0,2,0,2,2,1,"Less Than High School","Hispanic",34,"Male","PA","Public order","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,0,1,0,2,2,1,0,2,2,1,0,2,2,1,"Some College","White",56,"Male","NV","Violent","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","55+",1,0
2,0,1,2,1,0,1,1,1,0,1,2,2,0,1,"Less Than High School","Hispanic",30,"Female","PA","Drug","At the time of Arrest","Heroin",1,"Heroin","25-34",1,0
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Some College","Black",39,"Male","IN","Drug","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
